Student_ID,Attendance,Internal_Marks,Previous_CGPA,Assignment_Score,Assignment_Submission,Study_Hours,Backlogs,Sleep_Hours,Previous_Failures,Risk_Category,Risk_Label
STU0911,61.1,7.7,7.75,84.5,80.9,0.3,0,8.5,2,1,Medium Risk
STU0912,75.7,72.0,8.7,85.2,23.6,3.2,4,7.3,0,1,Medium Risk
STU0913,65.6,53.3,5.99,66.1,90.4,3.8,0,6.2,2,1,Medium Risk
STU0914,35.8,53.5,6.63,41.3,96.1,4.2,1,8.6,0,1,Medium Risk
STU0915,77.1,50.3,8.31,89.6,18.8,5.4,1,4.9,1,1,Medium Risk
STU0916,49.7,46.7,7.04,42.2,85.2,3.3,3,7.5,0,1,Medium Risk
STU0917,59.6,25.6,7.56,65.6,84.7,0.5,0,5.8,0,1,Medium Risk
STU0918,68.7,75.0,8.2,68.4,58.8,3.5,1,6.3,0,0,Low Risk
STU0919,56.9,35.7,7.3,58.9,58.1,2.7,0,6.3,1,1,Medium Risk
STU0920,81.8,79.1,6.41,86.0,97.3,1.7,0,7.2,0,0,Low Risk
STU0921,77.6,55.5,8.12,36.6,95.4,5.1,4,9.1,0,1,Medium Risk
STU0922,83.0,52.4,8.19,58.5,98.9,0.0,3,8.4,1,0,Low Risk
STU0923,33.7,46.9,7.17,70.2,92.5,3.1,0,8.1,1,1,Medium Risk
STU0924,86.9,66.4,7.81,37.3,86.4,2.6,0,6.0,0,0,Low Risk
STU0925,36.1,40.6,8.45,27.9,74.4,2.7,3,5.9,0,1,Medium Risk
STU0926,85.5,84.3,5.28,62.4,97.1,0.0,1,6.9,0,0,Low Risk
STU0927,89.6,68.7,8.83,58.4,97.7,3.5,0,5.4,0,0,Low Risk
STU0928,92.0,37.1,5.67,30.2,58.8,3.8,0,6.8,1,1,Medium Risk
STU0929,57.9,83.7,6.88,81.7,56.9,1.8,1,7.2,2,1,Medium Risk
STU0930,29.8,55.8,6.92,90.4,89.4,1.5,1,6.5,0,1,Medium Risk
STU0931,71.3,72.5,4.67,62.2,85.4,1.8,0,3.1,0,1,Medium Risk
STU0932,67.1,72.1,4.08,35.4,100.0,4.5,1,8.2,1,1,Medium Risk
STU0933,38.6,53.9,5.65,51.2,97.0,3.3,3,7.7,1,1,Medium Risk
STU0934,65.3,23.1,3.01,31.0,82.5,5.1,3,7.6,0,2,High Risk
STU0935,28.6,53.7,8.59,45.9,72.0,3.9,0,9.1,4,2,High Risk
STU0936,92.8,63.4,5.62,54.7,75.2,2.9,2,5.8,0,0,Low Risk
STU0937,52.0,22.2,5.47,76.3,96.8,1.2,5,6.2,0,1,Medium Risk
STU0938,37.0,63.9,4.12,42.2,94.4,3.2,1,8.9,1,2,High Risk
STU0939,74.0,70.0,6.1,36.7,80.7,4.7,0,7.9,0,1,Medium Risk
STU0940,75.1,92.1,6.05,61.9,83.7,2.8,0,7.0,1,0,Low Risk
STU0941,63.3,46.3,4.55,28.0,95.1,2.8,1,8.2,1,1,Medium Risk
STU0942,79.8,70.6,6.56,50.0,44.8,3.1,0,7.0,0,1,Medium Risk
STU0943,43.4,55.2,8.36,92.4,61.9,2.6,2,5.7,1,1,Medium Risk
STU0944,84.4,74.7,7.31,57.9,92.8,2.5,1,5.0,2,1,Medium Risk
STU0945,66.2,64.4,4.84,78.8,89.9,5.0,1,8.6,2,1,Medium Risk
STU0946,85.5,39.3,3.82,82.6,94.2,3.0,2,6.0,0,1,Medium Risk
STU0947,86.0,49.0,3.69,88.9,27.2,2.1,3,7.5,0,1,Medium Risk
STU0948,100.0,40.7,8.2,77.9,58.6,3.5,2,11.4,2,1,Medium Risk
STU0949,78.2,54.0,2.3,44.8,28.8,5.1,1,4.3,1,2,High Risk
STU0950,92.5,62.0,6.09,52.7,97.5,2.7,0,7.3,0,1,Medium Risk
STU0951,72.4,79.7,8.37,61.6,52.4,0.6,0,8.4,0,1,Medium Risk
STU0952,83.1,23.4,7.49,56.3,88.6,2.9,0,5.3,0,1,Medium Risk
STU0953,83.7,63.5,9.38,68.8,82.3,3.5,3,9.5,2,0,Low Risk
STU0954,81.9,60.3,5.84,83.3,87.8,6.2,1,6.7,1,1,Medium Risk
STU0955,49.6,64.1,8.92,47.8,47.1,2.6,1,6.7,4,1,Medium Risk
STU0956,95.2,51.2,4.5,76.4,93.2,2.1,0,10.0,1,1,Medium Risk
STU0957,55.0,79.4,3.63,49.1,61.3,2.4,1,8.2,0,1,Medium Risk
STU0958,94.4,26.6,6.25,74.6,74.8,2.6,0,7.7,2,1,Medium Risk
STU0959,39.8,66.4,6.44,58.8,70.4,5.3,1,7.4,0,1,Medium Risk
STU0960,76.9,76.9,5.59,91.0,88.6,2.2,0,9.1,0,0,Low Risk
STU0961,69.2,66.4,8.54,76.2,92.0,1.0,1,6.4,1,1,Medium Risk
STU0962,58.6,24.6,8.04,43.3,97.0,1.4,3,7.6,1,1,Medium Risk
STU0963,75.1,82.7,8.14,73.8,56.0,3.1,0,6.5,0,0,Low Risk
STU0964,69.2,81.5,6.27,61.5,89.2,3.6,0,8.0,0,0,Low Risk
STU0965,62.8,75.4,5.49,61.0,100.0,2.2,2,9.3,0,1,Medium Risk
STU0966,39.5,83.5,6.28,36.8,27.8,4.0,2,5.0,0,1,Medium Risk
STU0967,60.3,45.6,8.9,7.7,78.0,1.2,1,9.1,4,2,High Risk
STU0968,68.4,80.1,5.63,58.6,68.7,3.8,1,8.5,0,1,Medium Risk
STU0969,44.6,59.2,9.22,96.9,65.8,5.3,3,7.8,2,1,Medium Risk
STU0970,73.7,42.5,9.31,52.0,46.2,2.4,2,9.0,1,1,Medium Risk
STU0971,65.3,65.0,7.56,48.4,94.9,0.0,3,7.5,0,1,Medium Risk
STU0972,70.5,74.9,6.46,38.7,89.4,2.5,2,6.4,1,1,Medium Risk
STU0973,69.8,80.0,7.29,77.5,81.4,1.1,1,6.1,4,1,Medium Risk
STU0974,67.6,79.7,6.47,63.1,98.4,3.7,0,4.7,0,0,Low Risk
STU0975,53.7,78.6,9.0,84.4,93.9,3.1,0,8.0,2,1,Medium Risk
STU0976,80.9,58.5,6.31,42.5,66.6,2.4,1,9.2,1,1,Medium Risk
STU0977,63.9,46.5,8.89,31.3,64.9,3.7,0,6.5,0,1,Medium Risk
STU0978,51.4,35.6,6.41,24.6,63.3,3.1,0,6.3,0,2,High Risk
STU0979,46.9,75.1,6.43,79.9,29.6,1.6,0,5.2,0,1,Medium Risk
STU0980,72.8,25.6,6.71,41.8,89.1,2.3,1,8.6,0,1,Medium Risk
STU0981,51.6,42.5,6.95,57.3,93.5,3.0,0,12.0,0,2,High Risk
STU0982,87.6,69.3,5.7,28.3,24.5,2.3,0,6.7,1,1,Medium Risk
STU0983,43.4,82.0,5.02,82.6,93.3,3.7,2,7.3,0,1,Medium Risk
STU0984,85.0,33.1,4.9,71.0,94.8,0.7,1,7.5,1,1,Medium Risk
STU0985,71.5,50.4,8.15,54.4,73.6,1.8,1,6.9,0,1,Medium Risk
STU0986,54.8,48.2,6.04,54.7,64.8,0.3,1,8.5,0,1,Medium Risk
STU0987,35.2,57.5,6.81,39.0,58.1,1.3,0,8.9,3,2,High Risk
STU0988,49.5,77.2,7.59,91.4,10.6,3.5,3,7.6,0,1,Medium Risk
STU0989,57.6,42.2,6.52,83.4,17.8,1.3,2,9.3,4,2,High Risk
STU0990,70.1,9.7,7.97,87.4,94.7,4.3,1,6.5,0,1,Medium Risk
STU0991,90.1,75.2,4.92,75.0,68.7,0.8,1,8.5,1,1,Medium Risk
STU0992,82.7,54.4,9.06,50.6,75.9,1.2,5,8.4,3,1,Medium Risk
STU0993,67.2,23.1,8.26,72.3,100.0,4.8,0,7.1,0,1,Medium Risk
STU0994,23.1,73.9,7.71,81.2,58.9,5.4,3,8.5,0,1,Medium Risk
STU0995,82.3,57.9,5.66,89.3,89.8,2.3,1,7.9,1,1,Medium Risk
STU0996,74.4,61.0,6.66,37.9,78.5,1.6,2,6.7,1,1,Medium Risk
STU0997,92.6,45.7,5.92,94.3,68.3,2.9,4,5.9,1,1,Medium Risk
STU0998,90.1,14.9,4.92,11.0,54.7,1.3,0,4.8,2,2,High Risk
STU0999,51.7,48.7,8.04,45.9,45.0,0.7,1,5.4,0,1,Medium Risk
STU1000,78.7,73.1,4.99,35.1,97.6,0.8,2,6.5,1,1,Medium Risk
STU1001,35.0,49.2,7.8,72.3,95.9,3.5,2,6.8,0,1,Medium Risk
STU1002,58.4,25.2,5.68,54.4,56.1,4.9,0,5.1,0,1,Medium Risk
STU1003,86.9,65.7,8.71,63.9,80.1,4.7,0,7.6,1,0,Low Risk
STU1004,60.0,36.0,5.97,32.5,95.8,0.1,0,7.2,1,2,High Risk
STU1005,80.5,46.6,5.26,23.3,72.3,2.4,1,6.8,1,2,High Risk
STU1006,45.9,58.3,4.7,54.2,27.7,5.3,0,4.5,0,1,Medium Risk
STU1007,78.9,59.5,4.59,67.5,18.1,0.7,1,7.8,0,1,Medium Risk
STU1008,33.4,43.9,7.13,87.6,57.1,0.0,4,6.5,2,2,High Risk
STU1009,80.3,70.8,7.32,29.5,84.7,2.2,5,7.7,1,1,Medium Risk
STU1010,53.8,41.4,4.28,96.4,46.3,5.8,1,6.1,0,1,Medium Risk
STU1011,68.7,75.6,6.62,88.2,100.0,2.0,0,8.5,0,0,Low Risk
STU1012,68.7,83.8,8.45,66.9,61.6,3.7,0,6.2,1,0,Low Risk
STU1013,86.8,33.0,7.27,80.0,40.3,4.4,0,7.0,0,1,Medium Risk
STU1014,64.7,44.4,5.27,79.1,91.7,0.6,3,4.3,2,1,Medium Risk
STU1015,89.1,32.0,4.52,16.4,97.6,0.4,0,7.6,1,1,Medium Risk
STU1016,79.5,59.7,6.72,77.9,86.1,3.2,3,6.3,0,1,Medium Risk
STU1017,63.8,81.8,7.79,68.4,86.1,0.9,1,5.2,0,0,Low Risk
STU1018,57.7,43.2,7.37,59.6,67.5,1.7,2,7.9,2,2,High Risk
STU1019,67.2,45.3,7.26,82.7,100.0,1.3,3,7.5,0,0,Low Risk
STU1020,53.3,76.9,8.77,30.4,62.4,3.3,2,6.5,0,1,Medium Risk
STU1021,79.8,49.5,1.76,53.3,99.0,3.4,4,7.7,2,1,Medium Risk
STU1022,81.3,70.0,7.22,54.9,82.1,3.7,1,8.1,0,0,Low Risk
STU1023,54.0,83.5,7.59,57.0,44.8,1.3,1,5.9,0,0,Low Risk
STU1024,94.9,63.3,5.06,35.9,91.0,4.7,2,6.2,1,1,Medium Risk
STU1025,51.2,80.1,8.7,65.9,7.5,5.2,0,6.5,0,1,Medium Risk
STU1026,53.4,85.8,6.56,86.0,67.8,0.0,4,5.6,4,1,Medium Risk
STU1027,79.6,57.4,3.62,51.1,96.6,1.7,3,4.9,2,1,Medium Risk
STU1028,77.6,78.0,8.99,67.4,86.3,2.9,4,6.7,0,1,Medium Risk
STU1029,57.8,100.0,8.41,61.5,57.7,3.9,3,6.4,4,1,Medium Risk
STU1030,83.0,65.5,6.92,65.9,74.8,4.0,0,5.8,1,1,Medium Risk
STU1031,84.7,58.4,7.86,63.2,53.9,4.1,0,7.5,1,0,Low Risk
STU1032,84.1,81.0,9.36,60.0,87.4,0.0,3,8.1,0,0,Low Risk
STU1033,85.8,23.1,9.5,70.2,91.9,4.3,1,7.8,2,1,Medium Risk
STU1034,91.5,67.3,3.55,77.0,80.7,2.2,0,7.5,1,1,Medium Risk
STU1035,80.9,15.8,6.51,67.8,55.1,2.7,3,6.6,0,1,Medium Risk
STU1036,29.9,70.5,6.98,60.6,84.2,4.6,0,5.7,0,1,Medium Risk
STU1037,70.0,39.1,6.81,67.6,95.0,4.4,1,6.6,0,1,Medium Risk
STU1038,71.6,73.4,7.87,14.3,39.7,1.0,0,7.4,0,1,Medium Risk
STU1039,86.2,62.3,2.7,80.5,88.1,1.9,0,9.1,0,1,Medium Risk
STU1040,80.2,71.7,7.48,39.5,89.9,4.8,0,8.5,0,1,Medium Risk
STU1041,80.7,73.2,6.98,35.1,22.6,2.4,3,8.2,0,1,Medium Risk
STU1042,46.2,80.8,7.7,82.7,91.1,4.2,1,7.2,0,1,Medium Risk
STU1043,82.8,90.3,8.18,79.5,66.1,1.0,0,4.5,2,0,Low Risk
STU1044,84.9,46.7,8.74,6.7,84.8,1.4,1,8.4,0,1,Medium Risk
STU1045,100.0,50.6,6.54,32.4,91.1,3.7,1,6.7,0,1,Medium Risk
STU1046,86.6,69.1,7.65,71.6,19.8,3.7,1,7.5,0,0,Low Risk
STU1047,71.6,67.9,9.28,47.9,31.9,0.6,1,6.0,3,1,Medium Risk
STU1048,93.1,64.6,8.29,20.3,92.0,2.8,5,4.0,0,1,Medium Risk
STU1049,93.5,51.6,7.28,79.2,88.2,3.5,1,7.8,2,1,Medium Risk
STU1050,72.3,85.1,6.81,72.7,92.0,3.6,0,9.0,0,1,Medium Risk
STU1051,60.6,3.3,7.72,76.2,93.6,1.9,3,8.0,2,1,Medium Risk
STU1052,86.6,39.4,8.68,56.0,36.1,3.7,1,4.3,1,1,Medium Risk
STU1053,35.9,73.7,4.14,74.7,85.4,3.2,5,7.5,1,2,High Risk
STU1054,83.5,83.0,5.26,89.8,81.0,3.6,1,7.1,0,1,Medium Risk
STU1055,83.0,69.3,8.12,32.3,62.1,1.8,0,8.1,0,1,Medium Risk
STU1056,74.9,56.5,8.24,48.8,64.1,2.0,0,6.4,0,1,Medium Risk
STU1057,67.4,43.6,6.53,93.7,90.3,3.6,2,4.4,0,1,Medium Risk
STU1058,95.0,66.8,7.34,35.8,90.6,4.5,0,5.0,1,1,Medium Risk
STU1059,23.9,56.9,5.38,59.3,49.1,4.0,0,8.8,1,1,Medium Risk
STU1060,75.9,35.1,7.32,53.8,45.5,3.3,0,5.4,0,1,Medium Risk
STU1061,89.9,45.1,5.34,41.0,46.4,4.2,2,7.1,1,1,Medium Risk
STU1062,90.2,62.9,7.53,49.7,49.0,3.9,0,7.8,0,1,Medium Risk
STU1063,78.4,57.2,9.41,60.9,78.4,4.5,4,8.8,0,1,Medium Risk
STU1064,64.2,61.5,4.43,83.6,100.0,1.7,5,6.5,0,1,Medium Risk
STU1065,92.6,71.4,3.01,27.2,86.7,2.8,0,4.7,3,2,High Risk
STU1066,94.0,82.7,8.02,66.6,96.2,1.0,2,7.3,0,0,Low Risk
STU1067,84.7,63.8,6.79,33.1,78.0,2.9,0,8.0,2,1,Medium Risk
STU1068,85.9,54.9,8.75,76.5,78.2,3.1,0,7.1,0,0,Low Risk
STU1069,96.8,75.4,8.24,47.9,100.0,0.7,5,7.3,3,1,Medium Risk
STU1070,65.9,46.9,5.86,87.8,52.8,1.3,2,7.0,0,1,Medium Risk
STU1071,69.7,35.3,4.19,59.7,69.7,4.3,1,4.4,0,1,Medium Risk
STU1072,100.0,56.9,7.23,87.7,25.0,1.3,2,10.4,0,1,Medium Risk
STU1073,63.4,21.5,5.73,66.2,91.8,3.6,0,6.7,1,1,Medium Risk
STU1074,47.2,42.2,6.12,76.9,93.5,4.9,2,4.6,0,1,Medium Risk
STU1075,84.7,79.6,6.92,50.0,70.5,4.4,1,6.3,0,0,Low Risk
STU1076,46.2,35.1,7.8,82.0,99.3,5.7,0,7.0,1,1,Medium Risk
STU1077,66.8,79.9,6.83,74.8,85.3,3.8,2,4.8,1,0,Low Risk
STU1078,40.2,78.3,7.95,56.9,44.0,5.6,5,6.8,0,1,Medium Risk
STU1079,73.5,6.7,7.5,54.9,89.3,4.1,1,7.4,0,1,Medium Risk
STU1080,56.0,55.9,8.16,68.2,90.4,3.3,1,7.8,1,1,Medium Risk
STU1081,56.1,77.3,7.08,35.2,90.7,2.5,0,5.2,0,1,Medium Risk
STU1082,64.6,46.7,8.67,62.0,93.1,3.9,0,6.7,0,1,Medium Risk
STU1083,68.0,84.8,7.73,40.5,94.2,1.2,0,5.9,2,1,Medium Risk
STU1084,97.4,62.4,6.69,76.1,91.1,4.4,0,6.7,1,0,Low Risk
STU1085,67.3,69.9,4.92,64.2,98.4,1.7,3,4.8,1,1,Medium Risk
STU1086,45.0,78.2,6.93,100.0,90.1,2.8,2,8.2,0,1,Medium Risk
STU1087,58.5,68.8,6.06,64.6,100.0,5.3,0,8.0,0,0,Low Risk
STU1088,56.0,76.0,7.68,79.6,28.4,3.4,3,9.1,1,1,Medium Risk
STU1089,16.9,65.3,5.05,51.7,87.7,3.7,0,7.9,1,1,Medium Risk
STU1090,40.0,47.9,4.31,70.8,49.8,1.3,1,6.7,0,2,High Risk
STU1091,69.2,84.3,6.75,32.5,97.0,4.0,0,8.5,1,0,Low Risk
STU1092,43.4,82.6,3.91,89.2,96.4,3.3,3,6.6,1,1,Medium Risk
STU1093,85.4,91.1,7.05,92.7,87.1,0.8,0,7.2,2,0,Low Risk
STU1094,100.0,81.1,7.22,63.5,91.5,1.7,3,6.2,0,1,Medium Risk
STU1095,62.1,54.6,7.23,88.2,82.1,4.0,2,3.1,0,1,Medium Risk
STU1096,45.4,23.5,7.32,80.2,58.0,1.3,0,6.5,1,1,Medium Risk
STU1097,87.5,51.6,6.87,57.3,35.8,0.0,0,5.6,1,1,Medium Risk
STU1098,69.6,42.3,5.24,35.4,86.4,3.0,0,6.2,0,1,Medium Risk
STU1099,73.7,76.8,7.47,78.1,95.2,3.5,0,6.6,0,0,Low Risk
STU1100,71.6,77.0,5.97,81.5,57.3,0.9,1,8.9,0,1,Medium Risk
STU1101,24.7,85.1,5.64,51.1,86.1,4.5,2,9.6,0,1,Medium Risk
STU1102,96.6,51.6,7.58,58.1,86.4,1.7,3,6.7,0,0,Low Risk
STU1103,76.0,76.3,6.46,50.0,47.3,3.7,2,8.7,0,1,Medium Risk
STU1104,50.3,89.6,7.41,84.8,96.9,2.2,3,7.4,0,0,Low Risk
STU1105,64.5,73.2,7.87,78.2,84.2,0.8,0,7.6,0,1,Medium Risk
STU1106,76.6,50.1,8.75,84.7,91.6,0.2,0,8.4,2,1,Medium Risk
STU1107,92.7,71.5,7.86,61.6,93.3,5.0,3,7.9,0,0,Low Risk
STU1108,76.0,44.9,4.84,50.0,93.7,3.8,2,8.4,0,1,Medium Risk
STU1109,49.0,36.7,8.26,100.0,62.1,1.4,0,8.6,0,1,Medium Risk
STU1110,63.1,56.2,8.52,66.1,84.2,2.6,0,7.0,0,0,Low Risk
STU1111,79.0,45.2,8.17,80.3,98.7,3.5,0,6.3,0,0,Low Risk
STU1112,13.0,81.2,8.17,66.8,62.8,5.6,3,5.8,4,1,Medium Risk
STU1113,62.8,69.4,6.12,86.7,80.6,4.7,1,7.8,1,1,Medium Risk
STU1114,54.0,49.5,5.21,23.8,51.5,3.2,0,6.8,0,1,Medium Risk
STU1115,78.8,66.3,3.34,84.9,60.6,4.6,1,7.7,0,1,Medium Risk
STU1116,53.6,47.8,6.5,48.1,92.9,2.5,3,6.4,0,1,Medium Risk
STU1117,68.2,31.8,8.18,76.7,83.7,3.4,0,8.3,0,1,Medium Risk
STU1118,57.1,79.7,7.51,64.3,67.6,2.3,0,8.7,0,0,Low Risk
STU1119,75.5,76.5,7.81,81.6,100.0,4.6,1,5.3,0,1,Medium Risk
STU1120,61.3,58.7,6.33,49.9,76.4,5.0,3,7.0,0,1,Medium Risk
STU1121,67.0,38.8,5.37,23.1,89.5,3.2,3,5.5,0,2,High Risk
STU1122,95.7,81.8,5.47,54.9,71.8,2.8,1,7.1,0,1,Medium Risk
STU1123,85.7,70.7,8.53,62.9,56.6,1.6,5,7.1,1,1,Medium Risk
STU1124,52.2,68.2,8.61,66.5,67.4,3.3,1,6.5,0,1,Medium Risk
STU1125,45.3,55.7,6.1,80.0,90.8,2.7,1,8.6,2,1,Medium Risk
STU1126,85.7,66.2,8.0,42.5,66.9,3.7,0,7.0,1,1,Medium Risk
STU1127,69.7,52.9,7.03,30.1,55.0,2.9,3,8.3,1,2,High Risk
STU1128,91.6,61.1,2.86,96.9,61.2,3.0,1,6.9,0,1,Medium Risk
STU1129,66.5,33.3,5.64,28.1,25.9,3.4,0,7.4,0,2,High Risk
STU1130,79.8,35.1,8.37,73.7,92.7,3.7,0,7.9,1,1,Medium Risk
STU1131,99.7,38.7,8.85,80.1,78.3,3.0,2,7.3,1,0,Low Risk
STU1132,31.6,90.2,7.53,29.0,92.8,3.7,5,8.2,0,1,Medium Risk
STU1133,87.3,73.0,9.12,66.7,67.2,2.0,0,5.5,0,1,Medium Risk
STU1134,82.4,75.4,7.79,74.9,16.9,3.9,0,7.4,0,0,Low Risk
STU1135,82.5,80.1,5.73,25.5,98.3,2.7,1,8.5,0,1,Medium Risk
STU1136,89.1,24.0,7.92,87.9,44.2,2.8,1,9.2,0,1,Medium Risk
STU1137,82.3,83.3,5.93,94.3,93.2,3.0,1,9.4,0,0,Low Risk
STU1138,91.0,49.4,6.39,69.5,79.2,1.4,3,8.9,2,1,Medium Risk
STU1139,32.7,99.0,6.81,82.5,93.4,3.1,0,5.5,1,1,Medium Risk
STU1140,47.5,65.2,5.79,82.9,85.7,4.1,0,5.4,0,1,Medium Risk
STU1141,75.4,72.6,4.69,88.7,57.1,1.5,0,3.4,0,1,Medium Risk
STU1142,68.9,76.5,8.19,95.5,54.7,4.6,2,5.0,4,1,Medium Risk
STU1143,85.5,54.5,7.91,66.3,75.7,0.0,0,6.2,1,1,Medium Risk
STU1144,12.4,53.4,8.67,27.4,89.3,0.4,2,8.9,0,2,High Risk
STU1145,42.9,81.4,6.31,71.7,43.7,1.5,1,9.9,1,2,High Risk
STU1146,69.2,46.0,4.43,68.5,94.8,5.2,2,9.8,0,1,Medium Risk
STU1147,76.5,43.6,3.22,93.2,76.9,3.2,0,5.8,0,0,Low Risk
STU1148,77.1,78.7,5.34,53.9,84.8,4.0,1,8.6,1,0,Low Risk
STU1149,94.5,61.8,7.13,47.8,87.1,3.2,1,6.7,0,0,Low Risk
STU1150,46.0,26.3,4.61,70.6,31.2,6.1,0,6.9,3,2,High Risk
STU1151,21.1,79.5,9.06,80.3,86.9,1.6,0,7.8,3,1,Medium Risk
STU1152,74.1,46.5,8.01,27.5,47.3,1.7,1,9.4,1,1,Medium Risk
STU1153,53.1,51.4,6.36,93.4,92.4,4.3,0,9.5,0,1,Medium Risk
STU1154,75.3,81.7,7.75,58.5,99.3,1.3,3,7.9,0,0,Low Risk
STU1155,85.8,59.5,8.07,78.4,39.6,3.2,0,4.4,1,1,Medium Risk
STU1156,92.1,69.9,6.23,56.8,36.0,5.9,0,4.6,1,1,Medium Risk
STU1157,87.1,70.0,7.72,52.3,96.1,5.3,2,6.8,0,0,Low Risk
STU1158,72.8,59.7,5.89,81.9,44.1,2.8,0,8.8,0,1,Medium Risk
STU1159,98.4,78.1,7.82,14.1,99.9,5.1,0,8.0,0,0,Low Risk
STU1160,21.0,60.2,5.37,91.3,97.0,0.8,2,5.0,2,1,Medium Risk
STU1161,90.2,13.8,5.9,75.5,47.7,4.8,0,6.6,0,1,Medium Risk
STU1162,92.3,43.8,5.84,67.5,95.5,4.6,1,10.4,2,0,Low Risk
STU1163,82.4,44.2,9.12,90.2,46.9,1.2,0,7.0,0,1,Medium Risk
STU1164,86.0,32.5,7.46,95.7,46.9,2.2,2,3.0,1,1,Medium Risk
STU1165,46.8,55.7,4.97,43.5,54.3,1.9,0,6.4,0,1,Medium Risk
STU1166,80.3,50.8,8.25,80.4,54.2,1.8,1,8.4,0,0,Low Risk
STU1167,88.6,80.0,7.81,83.9,35.8,1.0,2,6.3,0,1,Medium Risk
STU1168,97.0,63.1,6.06,44.2,31.4,5.4,3,6.7,3,1,Medium Risk
STU1169,45.7,68.0,6.2,54.8,78.7,2.5,0,7.8,0,1,Medium Risk
STU1170,81.1,79.4,7.96,68.4,90.7,3.1,1,8.2,0,0,Low Risk
STU1171,53.3,50.7,4.52,33.2,66.2,1.3,0,6.0,0,1,Medium Risk
STU1172,67.5,77.8,4.99,34.7,74.9,3.1,1,5.5,1,1,Medium Risk
STU1173,15.3,81.7,4.96,87.7,70.5,1.7,0,6.2,0,1,Medium Risk
STU1174,92.0,76.3,4.08,85.5,24.1,4.8,0,6.7,2,0,Low Risk
STU1175,40.7,46.6,4.82,84.7,98.1,0.5,0,8.3,0,1,Medium Risk
STU1176,62.4,40.7,7.69,66.2,82.4,1.2,1,8.0,1,1,Medium Risk
STU1177,40.5,24.3,5.29,73.1,72.8,2.4,0,8.6,1,2,High Risk
STU1178,38.6,71.7,8.39,26.5,90.3,4.2,2,6.8,0,1,Medium Risk
STU1179,64.0,38.3,6.42,9.0,42.7,4.7,0,8.1,0,1,Medium Risk
STU1180,59.8,28.5,6.91,84.9,66.2,1.4,2,6.8,0,1,Medium Risk
STU1181,21.6,51.9,5.52,97.6,81.8,1.1,3,4.6,0,2,High Risk
STU1182,18.0,55.9,5.85,60.4,56.9,1.3,0,4.5,1,1,Medium Risk
STU1183,67.4,47.1,6.17,60.3,78.4,2.6,0,7.6,0,1,Medium Risk
STU1184,31.4,67.8,6.04,81.2,30.9,1.5,1,7.1,1,2,High Risk
STU1185,77.8,37.1,4.85,78.8,93.9,3.8,5,7.0,0,1,Medium Risk
STU1186,80.6,81.2,6.93,47.0,60.0,3.0,2,7.5,0,1,Medium Risk
STU1187,94.3,60.7,8.73,83.1,70.7,4.5,2,7.3,0,0,Low Risk
STU1188,55.7,71.7,8.11,67.2,91.3,3.0,2,9.2,1,1,Medium Risk
STU1189,65.9,72.1,9.13,36.7,39.0,1.1,0,5.3,1,1,Medium Risk
STU1190,71.4,33.7,7.05,83.1,90.4,2.2,0,9.2,1,1,Medium Risk
STU1191,51.8,63.2,4.62,61.2,94.6,3.2,0,6.2,0,1,Medium Risk
STU1192,68.5,54.5,7.5,57.6,59.9,2.3,3,5.9,1,1,Medium Risk
STU1193,59.6,51.4,7.37,77.3,44.0,5.5,0,6.6,0,1,Medium Risk
STU1194,59.7,6.8,8.83,81.1,30.4,3.0,1,5.5,2,1,Medium Risk
STU1195,68.2,80.0,6.64,82.7,79.8,2.2,0,6.3,0,0,Low Risk
STU1196,59.8,88.7,5.76,24.7,48.6,5.1,0,7.7,2,1,Medium Risk
STU1197,38.3,77.3,8.76,87.0,13.5,4.5,0,7.6,0,1,Medium Risk
STU1198,87.9,19.7,5.96,30.2,67.7,2.0,2,3.0,0,1,Medium Risk
STU1199,89.9,57.1,6.09,74.9,43.1,1.8,1,6.7,4,1,Medium Risk
STU1200,57.0,41.4,5.36,76.2,50.7,2.4,0,5.4,1,1,Medium Risk
STU1201,77.6,42.8,4.45,65.0,56.6,6.3,3,8.4,0,1,Medium Risk
STU1202,84.5,42.6,4.32,74.4,85.2,2.9,1,7.7,0,1,Medium Risk
STU1203,64.2,52.4,8.05,46.0,14.5,4.2,5,7.1,0,1,Medium Risk
STU1204,44.7,89.4,6.3,39.9,83.2,2.8,3,8.9,0,1,Medium Risk
STU1205,77.0,51.2,4.32,72.1,89.8,3.2,0,6.3,0,1,Medium Risk
STU1206,61.0,35.6,8.81,79.3,50.8,2.0,3,6.9,1,1,Medium Risk
STU1207,7.0,73.9,4.67,50.9,91.9,6.2,1,8.3,1,1,Medium Risk
STU1208,61.5,83.6,6.1,74.6,59.8,1.5,2,7.3,0,1,Medium Risk
STU1209,100.0,73.3,4.78,55.9,23.7,2.0,0,6.7,0,1,Medium Risk
STU1210,78.5,44.9,4.99,85.1,39.1,0.0,0,6.1,0,1,Medium Risk
STU1211,62.9,64.9,6.07,73.9,63.7,3.6,2,7.3,0,1,Medium Risk
STU1212,50.3,67.1,5.99,78.8,94.4,1.2,0,6.1,0,1,Medium Risk
STU1213,86.9,75.9,9.24,53.3,86.9,2.9,1,7.3,0,0,Low Risk
STU1214,74.1,76.6,7.34,78.1,60.2,4.7,3,8.3,2,1,Medium Risk
